description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Sixpack Mezcla Láctea Ideal Cremosita Lata 390g,S/ 22.50,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,22.5
Sixpack Mezcla Láctea Ideal Amanecer Lata 390g,S/ 18.70,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,18.7
Sixpack Leche Reconstituida Gloria Lata 390g,S/ 22.50,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,22.5
Pack x6 Leche Evaporada Gloria Entera,S/ 22.90,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,6.0,l,22.9
Sixpack Leche Reconstituida Gloria Light Lata 390g,S/ 23.50,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,23.5
Leche Reconstituida Gloria Lata 390g,S/ 4.20,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,4.2
Leche Reconstituida Gloria Light Lata 390g,S/ 4.40,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,4.4
Leche Ultrafiltrada Sin Lactosa Gloria Zero Lacto Lata 390g,S/ 4.40,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,4.4
Leche Concentrada Laive Bolsa 390g,S/ 3.70,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,3.7
Leche Concentrada Sin Lactosa Laive Botella 390g,S/ 4.50,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,4.5
Leche Evaporada Entera Cuisine & Co Lata 410g,S/ 4.10,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,410.0,g,4.1
Leche Light Laive Sin Lactosa Botella 390g,S/ 4.70,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,4.7
Leche Concentrada Laive Botella 390g,S/ 4.30,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,4.3
Leche en Polvo Gloria Lata 800 g,S/ 41.10,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,800.0,g,41.1
Leche en Polvo Gloria Bolsa 96g,S/ 5.60,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,96.0,g,5.6
Leche Reconstituida Gloria Niños Lata 390g,S/ 4.40,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,4.4
Leche Evaporada Light Cuisine & Co Lata 410g,S/ 4.30,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,410.0,g,4.3
Leche Reconstituida con Vitaminas Gloria Lata 170g,S/ 2.20,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,170.0,g,2.2
Leche Evaporada Entera Gloria Lata 390g,S/ 4.20,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,4.2
Pack x6 Mezcla Láctea Laive Sin Lactosa 480g,S/ 23.50,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,480.0,g,23.5
Sixpack Leche Ultrafiltrada Sin Lactosa Gloria Zero Lacto Lata 390g,S/ 23.50,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,23.5
Sixpack Leche Concentrada Sin Lactosa Laive Botella 400g,S/ 22.40,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,400.0,g,22.4
Sixpack Leche Light Laive Sin Lactosa Botella 390g,S/ 23.90,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,23.9
Twelvepack Leche Reconstituida Gloria Lata 390g,S/ 49.20,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,49.2
Sixpack Mezcla Láctea Bonlé Familiar Caja 480g,S/ 20.90,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,480.0,g,20.9
Sixpack Mezcla Láctea Laive Light Caja 480g,S/ 20.90,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,480.0,g,20.9
Pack x6 Leche Concentrada Laive 390g,S/ 20.90,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,6.0,l,20.9
Pack x8 Mezcla Láctea Ideal Cremosita 390g,S/ 29.50,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,29.5
Sixpack Leche Reconstituida Gloria Niños Lata 390g,S/ 23.50,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,390.0,g,23.5
Sixpack Leche Reconstituida con Vitaminas Gloria Lata 170g,S/ 12.90,metro,LECHE EVAPORADA,2024-12-04 21:15:39.387957,170.0,g,12.9
