description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Gelatina Universal de Fresa Sobre 130g,S/ 3.99,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,130.0,g,3.99
Gelatina Sabor Fresa Diet Universal 19g,S/ 3.70,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,19.0,g,3.7
Gelatina Diet Universal Piña Caja 19 g,S/ 3.70,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,19.0,g,3.7
Gelatina Universal de Piña Sobre 130g,S/ 3.99,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,130.0,g,3.99
Gelatina Umsha Sabor Fresa 120g,S/ 3.50,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,120.0,g,3.5
Gelatina Sabor Limón Diet Universal 19g,S/ 3.70,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,19.0,g,3.7
Gelatina Universal de Naranja Sobre 130g,S/ 3.99,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,130.0,g,3.99
Gelatina sin Sabor para Repostería Universal Sobre 7.5 g Caja 4 unid,S/ 5.60,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,7.5,g,5.6
Gelatina Diet Universal Naranja Caja 19 g,S/ 3.70,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,19.0,g,3.7
Gelatina Universal Cereza 130g,S/ 3.99,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,130.0,g,3.99
Gelatina Diet Universal con Stevia Fresa Caja 19 g,S/ 5.10,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,19.0,g,5.1
Gelatina Bebible Umsha Frutísimos Sabor Fresa 20g,S/ 1.60,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,20.0,g,1.6
Gelatina Universal de Limón Sobre 130g,S/ 3.99,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,130.0,g,3.99
Gelatina Umsha Sabor Piña 120g,S/ 3.50,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,120.0,g,3.5
Gelatina Sin Azúcar Cuisine & Co Sabor Fresa 19g,S/ 2.90,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,19.0,g,2.9
Gelatina Universal de Uva Sobre 130g,S/ 3.99,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,130.0,g,3.99
Gelatina en Polvo Royal Sabor Fresa 160g,S/ 5.20,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,160.0,g,5.2
Gelatina Universal Durazno Sobre 130g,S/ 3.99,metro,GELATINA (PARA PREPARAR),2024-12-04 22:14:36.610293,130.0,g,3.99
