brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
VILLA NATURA,PECANA PELADA BL 100 GR,S/ 12.20,tottus,PECANAS,2024-12-04 13:34:42.292092,100.0,g,12.2
VILLA NATURA,PECANA PELADA 60 GR,S/ 6.90,tottus,PECANAS,2024-12-04 13:34:42.292092,60.0,g,6.9
TOTTUS,Pecana Pelada 80gr,S/ 12.50,tottus,PECANAS,2024-12-04 13:34:42.292092,80.0,g,12.5
TOTTUS,Pecanas Peladas 100 g,S/ 13,tottus,PECANAS,2024-12-04 13:34:42.292092,100.0,g,13.0
VALLEALTO,Pecana Caramel Bl 100g,S/ 16.40,tottus,PECANAS,2024-12-04 13:34:42.292092,100.0,g,16.4
WASI ORGANICS,Granola Orgánica de Pecanas y Quinua de 300 g,S/ 17.90,tottus,PECANAS,2024-12-04 13:34:42.292092,300.0,g,17.9
DELICE,Queso De Pecanas 150 g,S/ 19.90,tottus,PECANAS,2024-12-04 13:34:42.292092,150.0,g,19.9
CROSOY,Barra de Ajonjolí y Pecanas 150 g,S/ 12.50,tottus,PECANAS,2024-12-04 13:34:42.292092,150.0,g,12.5
ORQUIDEA,Chocolate con Leche y Pecanas Orquídea 90 g,S/ 17.90,tottus,PECANAS,2024-12-04 13:34:42.292092,90.0,g,17.9
LA IBERICA,BARRA MILKY PECANAS Y PASAS X 50 GR X 6,S/ 46.90,tottus,PECANAS,2024-12-04 13:34:42.292092,50.0,g,46.9
HELENA,Bombones de Tofee con Pecanas Peccanroll 100 g,S/ 16.90,tottus,PECANAS,2024-12-04 13:34:42.292092,100.0,g,16.9
