Market_id,Market_name,Market_cat_id,Market_cat_name,Market_cat_url,Product_name,Product_price,Product_description,scrape_timestamp
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Snickers Chocolate Peanut Butter,5.4,"Cuando buscas un refrigerio que realmente te satisfaga, el chocolate con mantequilla de maní, caramelo y turrón será la mejor opción.",2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Sorrento Trufa Bañada en Pasta Sabor Chocolate,2.2,"Disfruta de una deliciosa trufa bañada en chocolate, ideal para endulzarte y recargar tus días en cualquier momento.",2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Triángulo Barra de Chocolate con Leche,3.5,"Triángulo barra de chocolate con leche. Bolsa por 30 gramos. Ingredientes: azúcar, leche entera en polvo, manteca de cacao, masa de cacao, grasa vegetal, emulsionantes (Lecitina de soya y Ésteres poliglicéridos de ácido ricinoléico interesterificado) y saborizante. Ideal para compartir.",2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Sublime Chocolate Blanco con Maní,3.5,Una sonrisa puede cambiarlo todo. Disfruta de la perfecta combinación de chocolate blanco con maní.,2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Snickers Chocolatina en Barra,5.4,"Tiene un relleno de turrón y mantequilla de cacahuete con una cobertura de caramelo y cacahuetes troceados, cubierto con chocolate con leche. Sacia el antojo de algo exquisito que impactará tu paladar.",2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Mm's Peanut Butter 49.0g,5.3,MM'S PEANUT BUTTER 49.0G,2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Lifesavers Gomita de Caramelo Wild Berry,7.5,Sabor Wild Berry.,2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Bon Bon Bum Caramelo Chupete Sabor Fresa,0.5,Chupete Sabor Fresa 19 g,2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Life Savers Gomas Sabores Frutales,7.5,,2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Olé Olé Marshmallow Sabor A Vainilla Con Cobertura De Chocolate,1.6,"Deliciosos masmelos sabor a vainilla con cobertura de chocolate, ideales para calmar esos antojos a la hora de consumir algo duce durante el día.",2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,FRUNA Caramelo Blando Sabor a Manzana,0.7,"Descubre el equilibrio perfecto entre dulzura y frescura con estos deliciosos caramelos blandos con sabor a manzana. Sumérgete en la jugosidad de cada caramelo, mientras disfrutas de la auténtica esencia de las manzanas en una delicia que deleitará a los amantes del dulce.",2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Ambrosía Gomita Dulce de Almidón Sabor Frutal,1.2,"Deliciosas gomitas de almidón, sabor a fresa, naranja, limón, piña y uva. Ideales para compartir y endulzar momentos especiales junto a tus seres queridos.",2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Trululu Gomitas Confitadas Sabores Frutales,3.3,"Deliciosas gomitas Trululu de sabores frutales surtidos, crocantes por fuera y suavecitas por dentro, perfectas para compartir. Harán de tus fiestas las más deliciosas.",2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,OKA LOKA Caramelo Frutal 40 G,2.3,Caramelo Oka Loka Frutal 40 G,2024-12-03 14:45:12.837898
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Sha Chicle Aterra Lenguas,1.7,Bolsa,2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Trolli Gomita de Gusano Sour Glowworms,7.5,"Deliciosas gomitas de gusanos con un toque de dulzura y acidez, con sabores afrutados de naranja, lima, cereza, limón, fresa, uva. Perfectas para disfrutar con los que más quieres en cualquier ocasión.",2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Grissly Gomitas de Gusanos,4.0,"Deliciosas gomas azucaradas en forma de gusanos, sabores a cereza, fresa, manzana verde, naranja. Ideal para mesa de dulces o para llevar a donde quieras y disfrutar en cualquier momento del día.",2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Mogul Gomitas de Ositos en Sabores Variados,1.2,"Deléitate con el delicioso sabor de estas gomitas dulces en forma de ositos; son la elección perfecta para aquellos que buscan un caramelo con sabor y diversión. Con formas de ositos de colores y sabores surtidos, estas gomitas son una delicia para los amantes de los dulces.",2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Ambrosia Goma,3.7,Bolsa x 90 g,2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Ambrosoli Caramelos Full Sabor Cherry,1.3,"Disfruta de unos deliciosos caramelos duros, con sabor a cereza mentolada, una verdadera delicia que se deshace en tu boca, perfectos para endulzarte en cualquier momento del día.",2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Ambrosito Gomitas de Gelatina Sabores Surtidos ,1.2,"Disfruta de estas ricas y deliciosas gomitas de gelatina sabores surtidos a fresa, naranja, limón, piña, manzana y cereza.",2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Mogul Gomitas con Forma de Osos Extreme,2.8,"Deliciosos caramelos ácidos, frutales, surtidos, con forma de oso con una capa de azúcar, perfectos para cuando el antojo ataca, disfrútalos junto a familiares y amigos, pasa momentos de risas con las caras que harán con esta versión ácida. ",2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Ambrosoli Ambromellows Mini,1.2,"Deliciosos y esponjosos masmelos surtidos con sabor a vainilla, naranja, fresa y almendra",2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Cuchareable - Alfajor Con Manjar,5.9,CUCHAREABLE - ALFAJOR CON MANJAR,2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Bon o Bon Alfajor de Chocolate,3.5,"Este alfajor es hecho con una deliciosa galleta cubierta de chocolate, tiene relleno a base de leche y maní. Perfecto para endulzar cualquier momento del día.",2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Casino Galleta de Alfajor,1.0,"Casino, el m�ximo placer en tu boca porque trae full crema y full sabores: menta, fresa, chocolate, vainilla, l�cuma, alfajor, doble sabor chocolate y l�cuma.",2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Gustos mary alfajor bañado en chocolate.,12.5,Alfajores bañados en cobertura bitter para comerlo en cualquier momento del día. Pote Contiene 15 Unidades.,2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,Bon o Bon Alfajor,20.5,"Galleta cubierta de chocolate, con relleno a base de leche y maní. Contiene 6 unidades. ",2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,chocolates-y-dulces,Chocolates y Dulces,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/chocolates-y-dulces.json,2 x Cuchareable Alfajor Con Manjar,9.9,CUCHAREABLE - ALFAJOR CON MANJAR,2024-12-03 14:45:12.838899
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Yogurt Battimix Vain con Chocolate,3.5,"Este yogurt batido parcialmente descremado sabor vainilla con arroz crujiente bañado en chocolate está dirigido a jóvenes con un estilo de vida activo que buscan un producto nutritivo, rico y saludable. Brinda la energía perfecta para sentirnos activos y vitales.",2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Batido Proteico Pro Triple Zero Sabor Chocolate,4.9,"Las proteínas construyen al alimento de la masa muscular. Esta presentación de 320 mililitros está lista para tomar, ya que no necesitas agregarle algo extra. Aporta 20 gramos de proteína, vitamina A, C, D, complejo B y mucha fibra.",2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Yogurt Deslactosado Con Berries Yoleit Griego Mix Pote,4.7,Contiene 125 gramos Yogurt batido deslactosado Con berries Con cereales andinos Fuente de proteínas Bajo en grasa,2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Bebida Pro Láctea Batido con Proteínas,4.9,"Este producto está elaborado a base de leche parcialmente descremada a la que se ha añadido cacao, azúcar, saborizantes, vitaminas A, C y D y aditivos autorizados. Aporta calorías y es fuente natural de proteínas y minerales como el calcio y el fósforo.",2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Yogurt Griego Batido Sabor Frutos Rojos,2.5,Un cuidadoso proceso de elaboración y una selección especial de ingredientes para satisfacer a los paladares más exigentes.,2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Yogurt Bebible Fresa,7.5,"El yogurt parcialmente descremado fresa está diseñado para los gustos más exigentes y dirigido a toda la familia, puede usarse como sustituto de la leche en el desayuno, como bebida refrescante o como un complemento dietético de alto poder nutritivo. Es fuente de proteína y aporta calcio y fósforo.",2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Yogurt Bebible Vainil.fran,7.5,Pote.,2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Laive Sbelt Yogurt Bebible Sabor Vainilla Francesa,7.5,Botella,2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Laive Yogurt Griego Frutos Rojos sin Azúcar,10.5,"Disfruta de una deliciosa bebida con una consistencia suave y cremosa, este exquisito yogur, sabor a frutos rojos, sin azúcar, puedes gozarlo en platillos dulces como desayuno, snacks o en postres, enamórate de su sabor y de sus beneficios.",2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Yogurt Battimix Vainilla con Mini Galleta de Chocolate,3.5,"Yogur batido parcialmente descremado sabor vainilla con galletas sabor a chocolate. sabor a vainilla. Contiene cacahuete, soja, lácteos y gluten.",2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Yogurt Battimix Fresa,3.5,Pote.,2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Laive Yogurt Bebible Sabor Fresa,7.5,Botella,2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Shake Bebida Cookies & Cream,3.5,Sin Azúcar y Sin Lactosa.,2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Ideal Amanecer Mezcla Láctea,3.5,"Es Perfecta Para el Desayuno y Para Mantener a tu Familia Con un Nivel de Nutrición Balanceado. Sus Micronutrientes Son Necesarios Para Combatir el Riesgo de Anemia y Para Mantener a Tus Hijos Activos, Fuertes y Sanos.",2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Yogurt Fresa,4.3,"Es un alimento lácteo fermentado con probióticos y está fortificado con zinc, vitaminas A y D que ayudan a mejorar el sistema de defensas de tus hijos.",2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Leche Entera,4.5,Nuestra receta tradicional que combina leche fluida y leche de vaca deshidratada de la mejor calidad manteniendo todos los nutrientes.,2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Leche Entera con Vitaminas,6.4,"Leche entera, ultrapasteurizada, adicionada con vitaminas A y D. Perfecta para disfrutar y compartir con los que más quieres.",2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Leche Zerolacto Uht Sin Lactosa,6.5,Caja,2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Laive Mezcla Láctea sin Lactosa ,3.8,"Deliciosa leche enriquecida con la fórmula nutrilac, que es una fuente extra de calcio, vitamina C y D. Sin preservantes ni lactosa. Ideal para disfrutar en cualquier momento del día.",2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Laive Leche Sin Lactosa,1.8,Caja,2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Ideal Mezcla Láctea Cremosita,4.0,"Es una excelente fuente de calcio, proteína y vitamina D, nutrientes esenciales que son necesarios para el normal crecimiento y desarrollo de huesos en los niños. Disfrútala en familia, con el punto exacto y delicioso de cremosidad, es perfecta para tu mesa y cocina.",2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Laive Leche de Vaca sin Lactosa,5.9,"Hecha con 100 % leche de vaca, es fuente de calcio, libre de lactosa, para que tú y tu familia puedan disfrutar de una nutrición sin molestias.",2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Leche Líquida Fresca Light,6.0,"Está elaborada a base de leche descremada y leche entera de vaca, viene fortificada con vitaminas A, C y D. La puedes disfrutar sola y es apta para que la consumas con cualquier tipo de cereal y granolas.",2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Leche Light,4.6,Lata,2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Leche Niños,4.6,Lata,2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Leche Uht Ninos Chocolate Gloria 180 Ml,2.1,LECHE UHT  NINOS CHOCOLATE GLORIA 180 ML,2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Gloria Leche Mocaccino,3.5,"Deliciosa Leche Parcialmente Descremada Con Café, Sin Lactosa, Sabor Mocaccino, no Necesita Refrigeración y Puedes Tomarlo en Cualquier Momento.",2024-12-03 14:45:12.841895
22885-oxxo-market,Oxxo,lacteos-y-huevos,Lácteos y huevos,https://www.rappi.com.pe/_next/data/SQj6GD4SjvTQxRS33HKCi/es-PE/ssg/22885-oxxo-market/lacteos-y-huevos.json,Leche Concentrada Laive 6.4 Grasa,4.4,Excelente para el desayuno Contenido: 400 g Reforzado con vitaminas,2024-12-03 14:45:12.841895
