description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,unit,brand,CLASIFICACION
Pudin UNIVERSAL sabor a Vainilla Bolsa 100gr,S/ 2.50,vega,HÍGADO DE RES,2024-12-05 12:05:44.312164,100.0,g,Pudin UNIVERSAL sabor a Vainilla Bolsa r,2.5,vega,,Universal,HÍGADO DE RES
Pudin UNIVERSAL sabor a Chocolate Bolsa 100gr,S/ 2.50,vega,HÍGADO DE RES,2024-12-05 12:05:44.312164,100.0,g,Pudin UNIVERSAL sabor a Chocolate Bolsa r,2.5,vega,,Universal,HÍGADO DE RES
Gelatina UNIVERSAL Sabor a Piña Bolsa 130g,S/ 3.50 8%,vega,HÍGADO DE RES,2024-12-05 12:05:44.312164,130.0,g,Gelatina UNIVERSAL Sabor a Piña Bolsa,3.5,vega,,Universal,HÍGADO DE RES
Gelatina UNIVERSAL Sabor a Cereza Bolsa 130g,S/ 3.50 8%,vega,HÍGADO DE RES,2024-12-05 12:05:44.312164,130.0,g,Gelatina UNIVERSAL Sabor a Cereza Bolsa,3.5,vega,,Universal,HÍGADO DE RES
Gelatina UNIVERSAL Sabor a Naranja Bolsa 130g,S/ 3.50 8%,vega,HÍGADO DE RES,2024-12-05 12:05:44.312164,130.0,g,Gelatina UNIVERSAL Sabor a Naranja Bolsa,3.5,vega,,Universal,HÍGADO DE RES
Gelatina UNIVERSAL Sabor a Fresa Bolsa 130g,S/ 3.50 8%,vega,HÍGADO DE RES,2024-12-05 12:05:44.312164,130.0,g,Gelatina UNIVERSAL Sabor a Fresa Bolsa,3.5,vega,,Universal,HÍGADO DE RES
Chilcano TABERNERO BAR Maracuyá Botella 275 ml,S/ 5.90 16%,vega,HÍGADO DE RES,2024-12-05 12:05:44.312164,275.0,ml,Chilcano TABERNERO BAR Maracuyá Botella,5.9,vega,,Tabernero,HÍGADO DE RES
Chilcano Bar TABERNERO Limón Botella 275 ml,S/ 5.90 16%,vega,HÍGADO DE RES,2024-12-05 12:05:44.312164,275.0,ml,Chilcano Bar TABERNERO Limón Botella,5.9,vega,,Tabernero,HÍGADO DE RES
Comida para Gatos RICOCAT Adultos Paté de Higado y Pollo Lata 330g,S/ 6.50,vega,HÍGADO DE RES,2024-12-05 12:05:44.312164,330.0,g,Comida para Gatos RICOCAT Adultos Paté de Higado y Pollo Lata,6.5,vega,,Ricocat,HÍGADO DE RES
Piña Colada BAHIA Lata 355ml,S/ 6.90,vega,HÍGADO DE RES,2024-12-05 12:05:44.312164,355.0,ml,Piña Colada BAHIA Lata,6.9,vega,,Bahia,HÍGADO DE RES
Hígado de Res Importado Trozado x kg,S/ 13.90 x kg,metro,HÍGADO DE RES,2024-12-05 15:31:36.818261,1.0,kg,Hígado de Res Importado Trozado,13.9,metro,,,HÍGADO DE RES
Sazonador Hígado De Res x 80 g,S/ 13.90,tottus,HÍGADO DE RES,2024-12-05 11:33:04.357860,80.0,g,Sazonador Hígado De Res x,13.9,tottus,,NATURAL HOME,HÍGADO DE RES
Hígado de Res Importado,S/ 13.90 x kg,plaza_vea,HÍGADO DE RES,2024-12-05 14:49:49.827956,1.1,kg,Hígado de Res Importado,13.9,plaza_vea,Presentación 1.1 kg aprox.,,HÍGADO DE RES
Hígado Feteado Schilcayo 1kg,S/ 13.90,metro,HÍGADO DE RES,2024-12-05 15:31:36.818261,1.0,kg,Hígado Feteado Schilcayo,13.9,metro,,,HÍGADO DE RES
Hígado Feteado Schilcayo 1kg,S/ 14.90,wong,HÍGADO DE RES,2024-12-05 18:01:43.772622,1.0,kg,Hígado Feteado Schilcayo,14.9,wong,,,HÍGADO DE RES
Hígado de Res Importado Trozado x kg,S/ 14.90 x kg,wong,HÍGADO DE RES,2024-12-05 18:01:43.772622,1.0,kg,Hígado de Res Importado Trozado,14.9,wong,,,HÍGADO DE RES
Hígado de Res Importado Wong x kg,S/ 14.90 x kg,wong,HÍGADO DE RES,2024-12-05 18:01:43.772622,1.0,kg,Hígado de Res Importado Wong,14.9,wong,,,HÍGADO DE RES
Comida para Perros PETS REPUBLIC Adulto Hígado...,S/ 15.90 un,plaza_vea,HÍGADO DE RES,2024-12-05 14:49:49.827956,80.0,g,Comida para Perros PETS REPUBLIC Adulto Hígado,15.9,plaza_vea,Frasco 80g,,HÍGADO DE RES
Snack Saludable Woof City Hígado de Res 75g,S/ 16.90,metro,HÍGADO DE RES,2024-12-05 15:31:36.818261,75.0,g,Snack Saludable Woof City Hígado de Res,16.9,metro,,,HÍGADO DE RES
Snack Saludable Woof City Hígado de Res 75g,S/ 16.99,wong,HÍGADO DE RES,2024-12-05 18:01:43.772622,75.0,g,Snack Saludable Woof City Hígado de Res,16.99,wong,,,HÍGADO DE RES
Comida para Perros WOOF CITY Hígado de Res Doy...,S/ 16.99 un,plaza_vea,HÍGADO DE RES,2024-12-05 14:49:49.827956,75.0,g,Comida para Perros WOOF CITY Hígado de Res Doy,16.99,plaza_vea,Doypack 75g,,HÍGADO DE RES
Cigarros LUCKY STRIKE Red Cajetilla 20un,S/ 17.20,vega,HÍGADO DE RES,2024-12-05 12:05:44.312164,20.0,un,Cigarros LUCKY STRIKE Red Cajetilla,17.2,vega,,LUCKY STRIKE,HÍGADO DE RES
Natural Home Snacks Deshidratados Hígado de Res Doypack 80 g,S/ 17.59,metro,HÍGADO DE RES,2024-12-05 15:31:36.818261,80.0,g,Natural Home Snacks Deshidratados Hígado de Res Doypack,17.59,metro,,,HÍGADO DE RES
Natural Home Snacks Deshidratados Hígado de Res Doypack 80 g,S/ 17.59,wong,HÍGADO DE RES,2024-12-05 18:01:43.772622,80.0,g,Natural Home Snacks Deshidratados Hígado de Res Doypack,17.59,wong,,,HÍGADO DE RES
Treats Hígado De Res 100 g,S/ 17.60,tottus,HÍGADO DE RES,2024-12-05 11:33:04.357860,100.0,g,Treats Hígado De Res,17.6,tottus,,NATURAL HOME,HÍGADO DE RES
Whisky OLD TIME Red Botella 750ml,S/ 20.90,vega,HÍGADO DE RES,2024-12-05 12:05:44.312164,750.0,ml,Whisky OLD TIME Red Botella,20.9,vega,,Old Times,HÍGADO DE RES
Whisky OLD TIMES Red Botella 1L,S/ 26.90,vega,HÍGADO DE RES,2024-12-05 12:05:44.312164,1.0,l,Whisky OLD TIMES Red Botella,26.9,vega,,OLD TIME,HÍGADO DE RES
"Comida para Perros THOR Adulto Carne, Hígado, Cereal Bolsa 25kg",S/ 110.90 5%,vega,HÍGADO DE RES,2024-12-05 12:05:44.312164,25.0,kg,"Comida para Perros THOR Adulto Carne, Hígado, Cereal Bolsa",110.9,vega,,Thor,HÍGADO DE RES
